ref, Delta, Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2, Attention,Meditation,student,Sex,ID,Group
394,0.24205353,0.20634211,0.205949936,0.403776862,0.048060414,0.375041518,0.177409566,0.206926862,1,21,03G1,F,3,G1
395,0.0385306,0.316853175,0.186858129,0.151027853,0.098009909,0.091203278,0.029903883,0.090198888,1,37,03G1,F,3,G1
396,0.257018255,0.202289393,0.157733896,0.365231363,0.810970877,0.624500952,1.312246807,0.230803038,1,40,03G1,F,3,G1
397,0.283150063,0.861850948,0.56708372,0.542373676,0.275027805,0.656393687,0.239432434,0.29093563,1,47,03G1,F,3,G1
398,0.75746141,0.531244319,0.817491732,1.397935334,0.742019462,0.607524641,0.883725176,1.31009464,8,56,03G1,F,3,G1
399,0.336796937,0.173340263,0.950228446,0.628138572,0.200575834,0.84441166,0.731688602,0.745909435,21,54,03G1,F,3,G1
400,1.13120214,0.78137672,0.264466829,0.520897664,0.705960261,1.389145259,0.589619988,0.765585173,16,56,03G1,F,3,G1
401,2.097854711,1.10345089,0.767799348,0.311286218,0.614673254,0.572364498,0.34344156,0.220633556,7,48,03G1,F,3,G1
402,0.968127945,0.32719848,0.257152218,0.463148991,0.132013346,0.112938639,0.121125827,0.103684507,1,34,03G1,F,3,G1
403,1.369801243,0.472387266,0.566915954,0.249641249,0.340701111,0.295061073,0.11790386,0.141930604,1,14,03G1,F,3,G1
404,0.044133457,0.122677273,0.046840357,0.157336142,0.052560869,0.024505554,0.042389005,0.035372113,1,23,03G1,F,3,G1
405,3.046683926,0.871358316,0.734480956,1.222602015,0.539387865,0.248891189,0.842242349,0.508916277,1,35,03G1,F,3,G1
406,2.036003388,0.453203332,0.197695833,1.279191075,0.741963901,0.860677665,0.355322564,0.31105352,4,61,03G1,F,3,G1
407,0.372094491,0.173251635,0.108981003,0.34644565,0.129790899,0.136165642,0.080649865,0.039351476,13,100,03G1,F,3,G1
408,2.188481036,0.756786477,1.14279063,0.589129228,0.66895652,0.47746763,0.401235596,0.278776467,20,93,03G1,F,3,G1
409,0.70340149,0.18030159,0.271680781,0.130665069,0.174017593,0.261179481,0.061821495,0.03294028,13,100,03G1,F,3,G1
410,0.886741654,1.073631595,1.105814933,2.030016586,0.577225023,1.115180271,0.618416319,0.347973163,1,77,03G1,F,3,G1
411,0.687077282,1.993783656,2.29051359,0.344080042,0.548888825,0.285542974,0.174791718,0.128444986,4,63,03G1,F,3,G1
412,5.462409773,7.124781145,2.867730396,4.496418321,0.59744929,1.26661749,0.520247008,1.712673502,16,70,03G1,F,3,G1
413,1.138375461,1.199032164,0.071770432,0.501416184,0.470769816,0.254502606,0.184356933,0.496314962,23,44,03G1,F,3,G1
414,2.110041036,1.090970455,2.991642601,1.116520718,0.887811979,0.427249002,0.611771012,0.280323996,51,38,03G1,F,3,G1
415,0.195771642,0.127140902,0.216720534,0.074725391,0.137236097,0.103065387,0.079743687,0.101252674,30,11,03G1,F,3,G1
416,0.009351467,0.129872256,0.271278142,0.295098035,0.16107184,0.214512383,0.297830588,0.500073249,20,1,03G1,F,3,G1
417,0.105027941,0.205907027,0.956033161,0.117028033,0.161849696,0.224101513,0.175899269,0.208253316,24,16,03G1,F,3,G1
418,0.488643131,0.400155442,0.399451612,0.850041905,0.757965518,0.28511679,0.295112053,0.204495029,1,26,03G1,F,3,G1
419,0.339397043,1.620973982,3.128506366,2.222280239,0.595171282,0.584794852,0.282828304,0.417390935,17,47,03G1,F,3,G1
420,1.449573983,1.600533141,0.759713011,0.624103123,1.1124458,0.317009526,1.673912619,0.346425633,13,38,03G1,F,3,G1
421,0.024213673,0.111332888,0.091063559,0.261654828,0.199575732,0.184253352,0.237015958,0.433750537,8,21,03G1,F,3,G1
422,0.009569876,0.04553868,0.112000796,0.207153069,0.179907077,0.192279809,0.191908418,0.31569611,24,35,03G1,F,3,G1
423,0.177040478,0.273675222,0.070126322,0.093882179,0.098121031,0.13716007,0.199359217,0.055490002,26,44,03G1,F,3,G1
424,0.032906942,0.136269586,0.04871934,0.079827683,0.22646734,0.668255796,0.314645229,0.396830894,37,67,03G1,F,3,G1
425,0.194762801,0.918258645,0.06341567,0.421217425,0.205020727,0.112512455,0.099478236,0.096389008,43,75,03G1,F,3,G1
426,1.366207154,0.678294293,0.190314115,0.372513726,0.337367441,0.313386965,0.404457563,0.670964771,24,70,03G1,F,3,G1
427,0.171274186,0.027619709,0.070797388,0.073426625,0.047504803,0.035870448,0.041986259,0.097715462,26,77,03G1,F,3,G1
428,0.073238302,0.419903373,0.318185606,0.104596993,0.252747775,0.142274273,0.163615519,0.466690817,23,84,03G1,F,3,G1
429,0.491806346,0.439683532,0.516418291,0.382208081,0.492938724,0.516534454,0.506150901,0.500073249,17,84,03G1,F,3,G1
430,1.100300994,7.475554674,1.222513186,0.73983239,2.068209093,1.880961068,3.313994582,2.77825841,34,93,03G1,F,3,G1
431,2.860076543,2.991831676,0.438339845,3.334719123,1.167729167,1.413437721,1.29643903,1.052762517,14,88,03G1,F,3,G1
432,0.010061668,0.062619714,0.029157787,0.408322541,0.750520321,0.251235199,0.583176053,0.307516308,13,96,03G1,F,3,G1
433,0.90099915,0.357275602,0.869465739,0.276173169,0.589559604,0.616545526,0.265308857,0.232792719,11,90,03G1,F,3,G1
434,0.072666278,0.308022603,0.434045027,0.06238712,0.278139231,0.334980265,0.074004558,0.12977144,1,81,03G1,F,3,G1
435,0.070106288,0.16822401,0.222659462,0.068556255,0.065117694,0.168271469,0.022855829,0.020338965,4,74,03G1,F,3,G1
436,0.116928998,0.253468037,0.165316933,0.285496449,0.037781597,0.071243682,0.206004524,0.112748611,1,41,03G1,F,3,G1
437,0.977562616,0.294204691,0.695894702,0.677120579,0.266804751,0.770539846,0.821400249,0.663890348,7,40,03G1,F,3,G1
438,0.47733787,0.502585245,1.000189257,0.390186211,0.159793933,0.439253172,0.29350107,0.427339342,7,41,03G1,F,3,G1
439,0.972999801,0.772683118,1.435475755,0.385594148,1.40191951,0.442875732,0.555688646,0.886513585,8,47,03G1,F,3,G1
440,1.591251533,3.91233825,8.44492044,5.923900566,5.207359791,8.217173866,12.74912262,8.779358476,17,63,03G1,F,3,G1
441,3.378108301,2.698964463,4.467046741,1.432167077,1.137670573,0.746744598,1.374873793,1.629549036,30,74,03G1,F,3,G1
442,0.074976658,0.313944565,1.890927765,0.517047752,0.569168653,0.351672454,0.369519357,0.309284914,50,74,03G1,F,3,G1
443,0.315256173,0.260074852,0.188468686,0.107843906,0.154237815,0.1070431,0.058196782,0.055047851,47,54,03G1,F,3,G1
444,0.317358544,1.695389278,1.32924612,1.512783296,0.406541101,0.517741974,0.545619999,0.486808707,47,63,03G1,F,3,G1
445,0.180751944,0.592832725,0.575069397,0.252006857,0.125679373,0.309977497,0.040979395,0.342225194,30,60,03G1,F,3,G1
446,0.528687736,1.970651747,0.735890193,0.191475116,0.395817794,0.358065207,0.120622395,0.313706428,26,53,03G1,F,3,G1
447,0.102438235,0.335706768,0.074286927,0.413517602,0.17101729,0.416097199,0.161098357,0.216654193,27,75,03G1,F,3,G1
448,0.386231639,0.438676396,0.819504928,0.098567011,0.284084276,0.137373162,0.069473667,0.066322712,29,77,03G1,F,3,G1
449,0.24510234,0.208912322,0.252924507,0.226356242,0.051783013,0.15633833,0.06766131,0.054163548,21,74,03G1,F,3,G1
450,0.394280082,0.349258796,0.562117837,0.203210389,0.354091354,0.260469175,0.132201339,0.128887137,10,74,03G1,F,3,G1
451,0.175031711,0.181075071,0.218901497,0.704116344,0.413208442,1.512241272,0.529107417,0.316580412,4,51,03G1,F,3,G1
452,0.313599534,0.277276742,0.236852493,0.581800481,0.242802325,0.879997986,1.352924142,1.221443281,1,17,03G1,F,3,G1
453,1.300317495,0.993076795,0.332814829,0.245652184,0.496105711,0.435062367,0.449162357,0.926086137,1,21,03G1,F,3,G1
454,3.102341053,7.367984447,25.07596499,5.585433045,9.113754723,8.143231021,8.006487671,4.213924051,1,38,03G1,F,3,G1
455,0.819892185,1.958735309,1.531370984,2.458701912,0.908980786,2.07728962,0.771862504,1.068458892,8,27,03G1,F,3,G1
456,0.033707775,0.070942689,0.035331587,0.079039147,0.156015773,0.09617542,0.066251699,0.041562233,11,44,03G1,F,3,G1
457,0.152028944,0.45107626,0.730219692,0.938960945,0.310586956,0.326101441,0.051853534,0.264627621,10,34,03G1,F,3,G1
458,0.233253285,0.187923599,0.432602237,0.542466445,0.113344792,0.261392573,0.119112098,0.117612276,10,23,03G1,F,3,G1
459,0.372800234,2.623397003,2.462977368,0.452016717,0.895368298,0.911890721,0.540686362,0.463595758,1,40,03G1,F,3,G1
460,0.116897797,0.485576725,0.187193662,0.359154997,0.088953438,0.175090406,0.130288296,0.289609176,3,38,03G1,F,3,G1
461,0.354428628,2.91481394,0.718006303,1.090035183,0.376149139,0.682817067,0.350993046,0.926086137,10,43,03G1,F,3,G1
462,0.424323936,0.339856171,0.045364013,0.059975127,0.216244084,0.068402459,0.052457653,0.116064746,8,41,03G1,F,3,G1
463,1.10157876,3.06797119,2.88873474,2.004365971,1.034493475,1.359099319,0.429528495,0.677818118,4,50,03G1,F,3,G1
464,1.600742663,1.321056813,3.106898064,2.577353401,1.359359652,0.77821115,0.394288229,1.39454556,7,63,03G1,F,3,G1
465,0.448830307,0.342933979,0.051940453,0.054316221,0.26769373,0.310545742,0.150828337,0.271259892,7,47,03G1,F,3,G1
466,0.226429121,0.38392846,0.325701537,0.078111457,0.163572092,0.17807369,0.050947355,0.132203273,1,41,03G1,F,3,G1
467,0.049235608,0.498548642,0.190146349,0.139941964,0.242746764,0.148311873,0.078837509,0.152100086,13,23,03G1,F,3,G1
468,0.582388097,4.055544992,4.432386218,3.553514696,0.504606571,1.614383262,0.277290547,0.314811807,10,7,03G1,F,3,G1
469,0.943914272,0.523122771,0.28389417,0.317501737,0.115067189,0.166140551,0.105519424,0.1328665,10,41,03G1,F,3,G1
470,1.561380029,0.249632862,0.152164054,0.145183409,0.337923053,0.151224127,0.076823779,0.096167933,17,41,03G1,F,3,G1
471,3.103710938,1.359924222,0.239939393,1.120556168,0.752520523,0.810103885,0.528503298,0.421591373,7,48,03G1,F,3,G1
472,1.291856007,0.627397647,0.366401647,0.856814038,0.918870674,0.225877278,0.297226469,0.277007861,8,51,03G1,F,3,G1
473,3.478152953,5.200377102,5.385231819,4.84471935,1.417476639,1.469409826,1.641290201,1.406925799,1,29,03G1,F,3,G1
474,2.806732767,1.883393447,3.774406705,1.530177474,0.625285438,1.628802471,1.127285755,0.794546091,1,27,03G1,F,3,G1
475,3.607566917,4.168110615,0.576008889,0.563524997,2.988968848,2.400123654,2.480511956,1.366247869,3,50,03G1,F,3,G1
476,0.455635156,1.670275324,0.557252614,1.544927738,0.370259655,0.30195104,0.583880859,0.407221452,8,66,03G1,F,3,G1
477,1.011540802,0.381680532,0.007146845,0.193701571,0.059894944,0.284335454,0.08508007,0.191672638,17,83,03G1,F,3,G1
478,0.598673676,0.767462123,0.283558637,0.349182334,0.694181292,0.292575002,0.170260826,0.150552556,17,97,03G1,F,3,G1
479,3.096148343,3.544048604,5.711134675,9.050353392,1.548656567,3.761638013,2.394022276,1.277375435,16,96,03G1,F,3,G1
480,2.02011154,2.099951949,1.224727701,1.528554018,1.128336296,1.266759552,0.738233222,0.87236474,20,75,03G1,F,3,G1
481,1.676711819,1.959194563,0.744278509,0.717846148,0.475881444,0.39088134,0.327533098,0.201178893,29,78,03G1,F,3,G1
482,3.383277312,6.729242416,3.972874263,5.528565678,8.606258971,4.476063693,2.44215041,4.385920951,61,70,03G1,F,3,G1
483,0.822224851,0.404635185,0.076568549,0.205575997,0.120789989,0.100863439,0.062626986,0.095946857,61,66,03G1,F,3,G1
484,0.502084936,0.650819611,0.153942377,0.551372265,0.514885388,0.230636327,0.198855785,0.152100086,56,75,03G1,F,3,G1
485,1.778692435,0.340984163,0.756324131,0.918459007,0.460213194,0.186242208,0.203688735,0.379144837,37,70,03G1,F,3,G1
486,1.681925403,0.63833112,1.503320455,2.310735434,1.307965567,1.355902943,0.477555943,0.541414406,1,53,03G1,F,3,G1
487,1.856894711,4.397133437,2.44767708,10.5323374,5.819532792,4.394094391,0.969711424,1.575606564,4,43,03G1,F,3,G1
488,1.75042854,1.434436203,4.384069518,0.335916374,0.724795498,0.788297494,1.057711402,0.412306194,3,43,03G1,F,3,G1
489,0.804700137,0.466473361,1.22060065,0.827081589,0.924537914,0.22971293,0.284741347,0.740382543,3,38,03G1,F,3,G1
490,1.424981437,0.311414638,0.153808164,0.081358371,0.195464206,0.466102735,0.185665857,0.308400611,23,44,03G1,F,3,G1
491,1.80037732,0.684127627,0.961770769,2.85092904,1.153227701,3.545349865,1.050159917,1.090124311,23,47,03G1,F,3,G1
492,0.013786505,0.032091395,0.122167435,0.403637709,0.402207329,1.353914086,1.375679285,0.836550475,27,41,03G1,F,3,G1
493,2.128133317,2.544590592,3.144444167,2.844620751,0.78124565,1.014956108,0.463761896,1.522327318,38,44,03G1,F,3,G1
494,0.076860621,0.654960956,0.337847819,1.003249828,1.348247417,0.77338107,0.64751471,0.406779301,35,50,03G1,F,3,G1
495,0.590672778,0.297459756,0.402068767,0.236560827,0.042948787,0.106332794,0.175697896,0.226381524,35,64,03G1,F,3,G1
496,0.409810887,0.857886859,0.309965056,0.12746454,0.224744944,0.156835544,0.152540007,0.141267377,27,80,03G1,F,3,G1
497,0.224897287,1.476993759,0.761222908,0.73454456,1.010768854,0.782686077,1.319194173,1.135886983,35,83,03G1,F,3,G1
498,1.704321973,2.630616157,1.511876538,3.193803085,2.65743533,2.524356157,1.029720563,1.750698524,37,84,03G1,F,3,G1
499,0.174057042,0.104621331,0.088245085,0.068417102,0.09239823,0.031679643,0.027286034,0.048194504,40,53,03G1,F,3,G1
500,0.129706662,0.096523954,0.068784192,0.052460842,0.102677047,0.18879931,0.345354603,0.25644782,40,47,03G1,F,3,G1
501,0.524760833,0.366267316,0.227122046,0.210724674,0.129902022,0.203999856,0.203890108,0.133308651,34,41,03G1,F,3,G1
502,0.152981326,0.19825279,0.027379464,0.240642661,0.144292366,0.283980301,0.357235607,0.382460973,29,34,03G1,F,3,G1
503,0.379342101,0.379215062,0.631405328,0.250708092,0.242802325,0.426183543,0.198251666,0.413190496,20,51,03G1,F,3,G1
504,0.113724181,0.452091453,0.324627832,0.406513546,0.430265722,0.594881196,0.433757327,0.407221452,20,56,03G1,F,3,G1
505,0.203579389,0.3106895,0.865741326,0.683382483,0.460768805,0.281991444,0.270141808,0.214443436,26,51,03G1,F,3,G1
506,0.16748546,1.52552162,2.644970274,2.833024632,1.127669562,1.536391673,2.054809547,0.439498505,24,69,03G1,F,3,G1
507,0.128195629,0.217775122,0.335968836,0.594556212,0.705182404,0.702563571,1.06375259,0.335813999,43,66,03G1,F,3,G1
508,0.545478478,0.287017765,0.142433607,0.592561679,0.671178966,0.540755886,0.509876301,0.327413122,61,66,03G1,F,3,G1
509,0.400710516,2.05507395,0.412872918,0.352290094,0.321254701,1.501231531,1.009381895,0.448341534,51,67,03G1,F,3,G1
510,0.152531136,0.174307114,0.177765194,0.164618505,0.161516329,0.119402423,0.125958778,0.215106663,63,64,03G1,F,3,G1
511,0.705324083,1.206847543,0.45082166,1.836546937,0.611895195,1.178681619,2.675038223,1.184965789,54,87,03G1,F,3,G1
512,0.267457309,0.266609153,0.164243229,0.085625742,0.264804549,0.271194795,0.575825941,0.341340892,35,80,03G1,F,3,G1
513,0.859491057,0.999466069,1.005725545,0.395010196,0.118678665,0.268637693,0.232183007,0.232571644,40,75,03G1,F,3,G1
514,0.183934474,0.900782814,1.694976701,0.539590608,0.417597774,0.755623422,0.78968401,0.969195899,23,60,03G1,F,3,G1
515,0.096047918,0.358492223,0.228665496,0.219584109,0.265193477,0.677418742,0.36086032,0.649741503,20,41,03G1,F,3,G1
516,0.360875405,0.381317963,1.409572635,0.316202972,0.410485944,0.569381214,0.478764181,0.601546999,34,47,03G1,F,3,G1
517,0.13150445,0.41813887,0.105894102,0.722484596,1.370860815,0.91295618,1.257271992,0.749225571,35,56,03G1,F,3,G1
518,0.014606653,0.049929795,0.17843626,0.53805992,0.820916327,0.918851719,0.973638197,0.428002569,37,64,03G1,F,3,G1
519,2.011844688,2.404727543,1.711317141,1.358972374,1.071163849,1.459678635,0.665134843,1.379954563,38,63,03G1,F,3,G1
520,0.03719786,0.099118338,0.288759393,0.586949158,0.741241605,0.804137315,0.504640604,1.097640885,23,53,03G1,F,3,G1
521,0.081508125,0.294220805,2.940037681,1.597342195,2.407187808,0.861459002,0.459734437,1.168164036,30,60,03G1,F,3,G1
522,0.853767852,2.094110557,1.911630129,0.878104513,0.520608188,1.098559113,0.495981568,0.643109232,30,74,03G1,F,3,G1
523,0.352338143,0.639894196,0.455418457,0.071246555,0.432265924,0.722381106,0.655670314,0.884744979,35,70,03G1,F,3,G1
524,0.487769495,1.375434123,0.341538678,1.178722301,1.974421834,0.765567705,1.356146109,1.028665265,43,80,03G1,F,3,G1
525,0.342231902,0.280499578,0.297516795,0.200752012,0.192241658,0.143410762,0.121729946,0.10147375,38,67,03G1,F,3,G1
526,0.016181574,0.220804589,0.397841055,0.23804513,0.224022648,0.732822603,0.515816803,0.694619871,56,51,03G1,F,3,G1
527,0.522145869,0.61417596,0.508432614,0.805559192,0.291473912,0.999187317,0.419761907,0.267501605,48,54,03G1,F,3,G1
528,0.165886766,0.980910587,1.383166216,0.286980752,0.936928056,0.673441029,0.587606258,0.549815283,43,51,03G1,F,3,G1
529,1.058301109,0.273538252,0.310300589,0.156640375,0.258803943,0.179920486,0.064540029,0.155858373,37,44,03G1,F,3,G1
530,0.834943084,3.359774867,1.630218901,1.286241516,0.816026944,1.816962506,0.840429993,1.539129072,10,47,03G1,F,3,G1
531,1.117602842,0.176627557,0.618353108,0.292222198,0.368759503,1.109426793,1.577354291,0.508916277,17,44,03G1,F,3,G1
532,0.247066535,0.996654144,3.91116981,1.409948913,1.025048076,1.156378014,0.732997526,0.672512301,35,51,03G1,F,3,G1
533,1.883619344,0.909734242,0.837690797,0.373255877,0.693792364,0.694821237,0.359752769,0.189461881,43,48,03G1,F,3,G1
534,0.200108619,0.170794223,0.234134679,0.097685706,0.054116582,0.260895359,0.070379845,0.065438409,60,57,03G1,F,3,G1
535,0.289831593,0.22235155,0.162632672,0.261886751,0.546499695,0.548853373,0.271450732,0.294693917,56,54,03G1,F,3,G1
536,0.118566322,0.08373735,0.214606679,0.144951487,1.10250035,0.607524641,0.653958644,0.319454397,47,63,03G1,F,3,G1
537,0.972848252,3.890753302,4.212679444,2.586398374,1.719173806,1.324578452,0.79824236,1.293513962,43,67,03G1,F,3,G1
538,0.232442052,0.402693426,0.106967807,0.527669797,0.246469362,0.301240734,0.266617781,0.375828702,35,35,03G1,F,3,G1
539,0.335233902,0.686536697,0.359187695,0.085996818,0.212132557,0.636789244,0.091121258,0.231687341,34,57,03G1,F,3,G1
540,0.178508424,0.533742017,0.477362292,0.411198379,0.416375428,0.120112729,0.175697896,0.351952526,30,51,03G1,F,3,G1
541,0.34010873,0.863301225,0.774073808,0.497612657,0.372482102,0.810885221,0.264301992,0.418496313,16,63,03G1,F,3,G1
542,0.050959107,0.094727223,0.183234377,0.563849689,0.774800554,0.963956144,0.659697773,0.353942207,23,80,03G1,F,3,G1
543,0.264855717,0.296275363,0.069354597,0.111415511,0.074118604,0.685090046,0.169556021,0.47221771,24,66,03G1,F,3,G1
544,0.618736094,0.374695034,1.931225235,0.361010376,1.717895899,1.04642266,0.73058105,0.786587365,35,54,03G1,F,3,G1
545,0.389119986,1.158231054,0.558225659,0.699245974,1.346191654,0.761589992,1.265125537,1.082165586,37,44,03G1,F,3,G1
546,0.125433573,0.4827648,1.776410474,1.985719412,0.981988167,1.663252308,0.493967838,0.788355971,27,69,03G1,F,3,G1
547,0.155874129,0.378739693,0.062509731,0.388701908,0.791135538,0.626560839,0.578041043,0.320338699,35,57,03G1,F,3,G1
548,0.73715681,6.234577292,0.866244625,0.661952855,0.277361374,3.157025627,0.645198921,1.238687186,27,64,03G1,F,3,G1
549,2.177202518,0.62442458,2.924368306,2.095325928,0.75474297,0.649929903,0.257153253,0.26882806,29,56,03G1,F,3,G1
550,1.307034683,0.206881935,0.318856671,0.470292201,0.265637967,0.413682159,0.720008971,1.016727176,26,43,03G1,F,3,G1
551,0.587747287,3.25977025,4.382693834,1.409624221,1.657667588,1.195231747,2.186507454,1.354530857,30,48,03G1,F,3,G1
552,2.66758252,1.437852409,0.117637745,1.619931435,1.233958085,1.805171428,0.717995241,1.033086779,26,43,03G1,F,3,G1
553,0.120365595,0.390027678,0.446526842,0.733895177,0.454212587,0.265086164,0.36972073,0.272144195,35,60,03G1,F,3,G1
554,1.459250834,3.985166299,4.894515328,3.375491077,17.36553341,19.24836664,9.09198854,10.35098568,56,64,03G1,F,3,G1
555,0.724713445,4.508885294,1.944814307,2.091244094,3.061031689,1.601810847,1.145207947,0.415622329,53,61,03G1,F,3,G1
556,1.695708936,0.967978956,6.976327614,5.864110976,3.053086441,1.532698082,1.707139155,2.698007928,48,67,03G1,F,3,G1
557,0.77694289,0.348380573,0.254031764,0.185120443,0.417375529,0.414747618,0.83509361,1.148930449,53,75,03G1,F,3,G1
558,0.060142682,0.239480926,0.384486856,0.320238421,0.34631279,0.707464682,0.257153253,1.183197184,38,67,03G1,F,3,G1
559,0.197622918,0.570530696,0.115792315,0.146621328,0.143958999,0.211102915,0.294407248,0.16735431,47,66,03G1,F,3,G1
560,0.872188489,0.668118187,1.356155838,0.400390796,0.387316935,0.310829864,0.360658947,0.421812449,50,74,03G1,F,3,G1
561,0.356064466,0.334602947,0.469175295,0.221903333,0.390539483,0.822889391,0.469803084,0.333824318,41,64,03G1,F,3,G1
562,0.409225492,1.17649648,1.414471411,0.17347794,0.76468842,1.488303963,0.927523792,1.505967716,50,74,03G1,F,3,G1
563,0.464900448,0.454943663,0.331707571,0.71993345,0.869810159,0.53287149,0.289674984,0.175755187,44,81,03G1,F,3,G1
564,0.12240705,0.032905161,0.050967409,0.263974052,0.030947573,0.339313131,0.443926661,0.214885587,51,69,03G1,F,3,G1
565,0.247616271,0.425656136,0.406296478,0.291387277,0.542165923,0.585007944,0.133913009,0.310169217,54,67,03G1,F,3,G1
566,0.445811212,0.286574625,0.106531614,0.632405944,0.150848584,0.250311801,0.166334054,0.146573194,56,64,03G1,F,3,G1
567,0.133779171,0.064142504,0.196185937,0.043647792,0.065006572,0.165004062,0.107029721,0.09992622,48,53,03G1,F,3,G1
568,0.152973897,1.333239135,2.341615211,1.086231656,1.288852524,1.346668966,1.131212528,1.121738137,41,64,03G1,F,3,G1
569,2.201018004,0.547165131,0.642813438,0.310451297,1.019825325,2.186534668,0.861876212,1.249740972,61,67,03G1,F,3,G1
570,0.281833667,0.2324068,0.652342565,0.48188832,0.441878007,0.466528919,1.816585351,0.680028875,53,54,03G1,F,3,G1
571,0.279713466,1.278757083,1.70863288,0.277657473,0.630008138,0.880211078,1.535871464,1.883565024,48,63,03G1,F,3,G1
572,2.076863683,0.162938559,0.939961147,2.059656266,1.587993878,1.24850469,0.540787048,0.33316109,43,60,03G1,F,3,G1
573,0.629509448,0.165452371,0.082171944,0.516120063,0.321643629,0.479598547,0.371130341,0.281871526,14,53,03G1,F,3,G1
574,0.193912938,0.486801403,0.158304301,0.853706278,0.337645247,1.325288758,0.797336182,1.116874472,8,61,03G1,F,3,G1
575,0.341041796,0.439320963,0.509237893,0.06767495,0.278472598,0.463971817,0.283029676,0.100810522,16,50,03G1,F,3,G1
576,0.023972978,0.138251631,0.520545343,1.119071865,0.894201514,0.898181817,0.606837375,0.613927238,27,50,03G1,F,3,G1
577,0.269807805,0.592776325,0.260406884,0.238508975,0.412597269,0.453814443,0.396805391,0.129992516,26,43,03G1,F,3,G1
578,2.30938151,0.940947414,4.361119085,0.615846686,3.177098979,1.909231243,3.136383644,4.885330973,38,35,03G1,F,3,G1
579,0.096509994,0.138735056,0.157532576,0.892715622,1.231957883,2.332857685,1.657400037,1.771258564,34,51,03G1,F,3,G1
580,2.797219351,1.132770645,1.14104586,0.725545971,1.963642966,1.122496422,0.650132558,0.33625615,44,40,03G1,F,3,G1
581,0.642000357,0.816715122,0.241281524,1.219308717,0.475048027,0.411764333,0.266114349,0.233455947,47,61,03G1,F,3,G1
582,0.62335834,0.420145086,0.802661189,0.244214265,0.180240444,0.33561954,0.214160129,0.124465623,38,56,03G1,F,3,G1
583,0.282652329,2.108790578,1.956692163,0.312956059,1.657056415,0.660797584,2.143212271,0.795209318,34,69,03G1,F,3,G1
584,3.674931951,0.629428034,1.334581089,0.263834899,0.413930737,0.368719795,0.576128,0.55357357,20,81,03G1,F,3,G1
585,0.325093489,0.295808052,0.103276948,0.116656957,0.305030838,0.354584708,0.09877343,0.158511282,26,67,03G1,F,3,G1
586,0.02967241,0.165573227,0.414282155,0.262443364,0.371315317,0.618605413,0.838617636,1.315179381,34,77,03G1,F,3,G1
587,1.535610749,0.892959378,0.062643945,0.551418649,0.466269361,0.223533268,0.316356899,0.44392002,43,56,03G1,F,3,G1
588,0.605671676,0.695198071,0.325433111,1.185494434,1.421310359,1.354624392,0.520851126,0.486366555,37,48,03G1,F,3,G1
589,1.26521012,0.458174557,0.524336862,0.715619694,0.262082052,0.368861857,0.350489614,0.464701136,34,61,03G1,F,3,G1
590,0.024221102,0.061153323,0.049591725,0.124078473,0.374537865,0.796963226,0.506251588,0.771333142,23,53,03G1,F,3,G1
591,0.15486826,0.361513632,1.219526945,0.121712865,0.317976591,0.191711564,0.453491876,0.278997542,23,67,03G1,F,3,G1
592,0.199214183,0.253572779,0.142802693,0.101953078,0.135069211,0.176155865,0.357336294,0.632939749,17,78,03G1,F,3,G1
593,0.467976002,0.047037299,0.323654788,0.09119188,0.088397826,0.036864876,0.064137283,0.16425925,11,64,03G1,F,3,G1
594,0.303124821,0.165984139,0.148640961,0.535555158,0.267638169,0.562633308,0.089610961,0.129992516,26,69,03G1,F,3,G1
595,2.27058347,3.964709344,1.71027699,3.387504657,3.284554287,2.527623564,3.32748657,3.601544343,37,61,03G1,F,3,G1
596,1.017531446,0.105314241,0.119416068,0.128902458,0.052060819,0.189509616,0.185766543,0.191893714,30,57,03G1,F,3,G1
597,0.373180593,0.234131018,0.068851298,0.353959935,0.192463902,0.278084762,0.444329407,0.536992892,38,60,03G1,F,3,G1
598,0.587971639,4.883249987,4.214558426,2.520161343,0.303864054,4.81729465,5.242744665,5.359980516,37,61,03G1,F,3,G1
599,0.149877542,0.847267613,2.774351661,0.408786386,0.745353132,0.638138825,0.33488321,0.405894998,16,63,03G1,F,3,G1
600,0.191706562,0.101019811,0.021239216,0.07876084,0.079063549,0.047803587,0.032723104,0.053500321,23,47,03G1,F,3,G1
601,1.591431312,0.284866522,1.05696138,0.731297646,0.293585237,0.596088716,0.457217275,0.29093563,30,50,03G1,F,3,G1
602,1.721680281,0.867789025,1.772618955,1.282901833,0.59933837,0.70725159,0.648320202,0.569933173,14,35,03G1,F,3,G1
603,3.122363355,6.265653493,4.67487566,2.216621332,2.579427444,1.415994822,1.838232943,1.046130245,24,37,03G1,F,3,G1
604,1.027410363,0.437604803,0.089453003,0.755139267,0.458546358,1.247652323,0.542498718,0.700588915,24,30,03G1,F,3,G1
605,1.168920021,0.195690635,0.695861149,0.283548301,0.891256772,1.08129868,0.222013674,0.761384735,20,17,03G1,F,3,G1
606,1.521443885,0.802341272,1.373234449,0.24996594,0.215188422,0.356218412,0.490846557,1.863889286,29,37,03G1,F,3,G1
607,2.892910682,3.310143185,1.988903297,2.879965722,0.953318602,1.655794096,1.972951444,1.868752951,34,21,03G1,F,3,G1
