ref, Delta, Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2, Attention,Meditation,student,Sex,ID,Group
16,0.85796368,1.500891092,0.462766622,0.23897282,0.350368755,0.627129084,0.314645229,0.349299617,54,30,01G1,F,1,G1
17,2.315691596,1.550571117,0.307180135,3.557828452,2.619820416,2.401828388,2.43016872,2.235075398,40,34,01G1,F,1,G1
18,0.421576738,0.6302418,1.564152523,0.214296278,0.57944747,0.318359107,0.290480475,0.196536304,48,20,01G1,F,1,G1
19,1.250866449,1.567305696,3.839466484,2.147230157,1.00015667,1.595560155,1.487239897,1.110021125,75,30,01G1,F,1,G1
20,1.125574024,0.425204939,0.138038129,1.019206088,0.332978108,0.556453646,0.116594936,0.2266026,84,48,01G1,F,1,G1
21,3.646277296,0.787250339,2.987649763,1.240135347,2.875901861,2.094052839,1.717308489,2.173616351,88,48,01G1,F,1,G1
22,1.632148972,0.566083182,0.190112796,1.56018823,1.431422493,2.095686543,0.734608509,2.525126725,80,64,01G1,F,1,G1
23,0.313990293,0.725444392,1.25123478,1.120231477,0.978932302,1.37366059,1.55711631,1.279586192,51,77,01G1,F,1,G1
24,1.640022094,0.071595314,2.171231735,0.432488853,0.585781444,2.522225239,0.73400439,1.145393238,47,61,01G1,F,1,G1
25,0.462285484,0.54038106,0.16199516,0.365416901,0.531275934,0.366020633,0.356732175,0.655489471,44,47,01G1,F,1,G1
26,0.154814772,0.428476118,2.157374237,0.504616713,0.75285389,2.192217116,3.83081825,1.109578973,38,34,01G1,F,1,G1
27,0.263081702,0.202055737,0.477798484,0.443203667,0.661011272,1.100334878,1.241363529,2.055119772,61,27,01G1,F,1,G1
28,0.723515911,0.368619987,0.699048709,0.1407305,0.184574216,0.747525935,0.808411694,0.429550099,43,47,01G1,F,1,G1
29,0.320098313,1.054955257,0.194508273,0.256691689,0.336200656,0.402175204,0.800658836,0.335592923,44,64,01G1,F,1,G1
30,0.299205347,0.530438609,0.399988464,0.243935959,0.300197016,0.977167834,0.169656708,0.544730542,54,64,01G1,F,1,G1
31,0.941658866,0.52639395,1.255697364,0.934322497,1.265516831,1.417131312,0.804786981,1.946792676,40,44,01G1,F,1,G1
32,0.328843584,0.303301147,0.14102437,0.139710041,0.382927602,0.735734857,0.712558172,0.370080733,44,41,01G1,F,1,G1
33,0.148840471,1.281609294,0.670360668,1.238790197,1.770845697,2.942726335,1.715596819,1.175238458,40,37,01G1,F,1,G1
34,0.046414122,0.386547015,1.077898617,2.010813413,1.196065365,2.687797546,1.723349677,1.644361109,27,27,01G1,F,1,G1
35,3.963658128,0.359201247,0.987237696,0.639641922,0.739519209,1.162841798,1.002434528,0.91768526,60,50,01G1,F,1,G1
36,0.076997312,0.145889753,0.40354511,0.19782979,0.445100555,0.399547072,0.310215024,0.129329289,60,47,01G1,F,1,G1
37,0.875570113,3.107104483,5.719757864,1.266203422,0.648009957,0.974468671,0.636137138,0.982239366,48,23,01G1,F,1,G1
38,1.400842052,1.046591996,1.346190518,0.32872678,3.150874105,2.244779753,1.136246851,1.066027059,61,50,01G1,F,1,G1
39,1.731492339,1.149722765,0.754612915,0.609074553,1.697449388,1.964777165,1.600411493,0.646425367,50,56,01G1,F,1,G1
40,0.968853003,1.703752538,0.992404899,1.198389318,2.01164782,1.681720261,3.066305858,1.341708466,74,57,01G1,F,1,G1
41,0.08115451,0.246837051,0.130857731,0.402849173,0.133680182,0.386406412,0.214160129,0.510684883,80,61,01G1,F,1,G1
42,0.168119886,0.270146216,0.7518951,0.390418133,0.173573104,0.237455264,0.237015958,0.377818383,61,63,01G1,F,1,G1
43,1.166897881,0.536537828,1.977797166,2.171628391,2.313289426,2.132054205,2.005171116,0.617022298,66,48,01G1,F,1,G1
44,0.152217637,2.438696241,2.745898493,0.328402089,4.056410098,4.457098525,1.594571678,1.776564381,56,37,01G1,F,1,G1
45,0.345683357,0.586080882,0.114013992,0.146064714,0.507495752,0.226729645,0.411304243,0.38776679,69,40,01G1,F,1,G1
46,3.764983281,1.542755739,4.666923536,2.01637955,3.083533964,2.023590494,0.956521496,0.697714931,96,21,01G1,F,1,G1
47,2.199062724,1.308358837,2.096676382,1.866882384,1.21478948,2.364608359,1.396521385,1.628664733,83,24,01G1,F,1,G1
48,1.521010039,2.095407749,0.569667322,0.917345779,2.961854996,1.860930441,4.59251142,3.032495473,83,30,01G1,F,1,G1
49,1.178757336,0.460301629,0.458773783,1.157756518,0.926538116,2.204931591,1.118928778,1.141634951,61,41,01G1,F,1,G1
50,0.170816567,0.357904055,0.284632341,0.880052661,0.239857583,0.390597217,0.306288252,0.334487545,44,69,01G1,F,1,G1
51,0.652402267,3.280565602,0.827893244,0.471451813,0.953318602,1.760209064,0.652951779,1.882680721,51,67,01G1,F,1,G1
52,1.391679278,0.429531597,0.990660129,2.605184087,1.691671026,1.985020883,1.063148472,2.700881912,40,48,01G1,F,1,G1
53,1.820430823,0.593227522,2.332018978,1.624013269,2.570426534,1.996811961,0.671578777,3.265067117,70,57,01G1,F,1,G1
54,0.040101064,0.431279986,1.08934028,1.311892131,0.679290898,3.036557745,1.276402422,2.288354643,91,35,01G1,F,1,G1
55,1.422357558,0.447716453,0.051370048,0.274828019,0.17290637,0.411054027,0.324109758,0.348857466,80,17,01G1,F,1,G1
56,0.362425068,0.50198902,2.045172121,0.361520605,1.026603788,0.538695999,1.722644872,0.605747437,94,40,01G1,F,1,G1
57,0.286729295,0.564133366,0.404417495,0.344636656,0.268693831,1.275851467,1.538086566,1.043035186,80,17,01G1,F,1,G1
58,1.807173254,1.571712925,1.614012674,0.608889015,0.842196256,3.994405258,2.903999263,1.283344479,64,17,01G1,F,1,G1
59,0.133324524,0.520552558,0.155452274,0.404658167,0.1506819,1.214267945,0.704100508,0.737287483,80,47,01G1,F,1,G1
60,0.088980086,0.172945466,0.077004742,0.296025725,0.763521636,0.773167978,0.514105133,0.355268661,74,44,01G1,F,1,G1
61,0.27479258,0.386764556,0.426864629,0.165963655,0.335367239,0.369145979,0.917052399,0.429107947,60,61,01G1,F,1,G1
62,2.307283596,0.637178956,1.03917815,0.79247877,1.003156974,1.927486105,1.793628835,2.010020328,61,57,01G1,F,1,G1
63,1.487516216,1.606986871,2.467976805,0.555036638,1.160950704,0.996346093,2.460878094,3.536548085,44,67,01G1,F,1,G1
64,0.346010227,0.306709297,2.439255211,2.760850388,1.080831493,1.345177323,2.725482146,2.00427236,35,78,01G1,F,1,G1
65,0.055732902,0.87516932,0.650497136,0.843408925,0.802414456,1.398308205,1.065162201,1.444287594,40,51,01G1,F,1,G1
66,0.323583941,0.084349689,0.017615464,0.020873014,0.070507128,0.06854452,0.226242506,0.433750537,16,54,01G1,F,1,G1
67,0.463762345,0.196206289,1.879016356,0.309848299,1.024159097,3.050550772,4.094918869,2.036770488,13,21,01G1,F,1,G1
68,0.132614323,0.044700743,0.058852426,0.137298049,0.20657644,0.418867392,0.430434673,0.625865326,16,4,01G1,F,1,G1
69,0.933770887,1.444733165,0.322715296,0.200056244,0.561612334,0.857978503,2.191038346,0.55202604,24,26,01G1,F,1,G1
70,0.009733311,0.384033202,0.893355663,0.498401193,0.49038291,1.852477801,4.790158968,1.768163504,30,30,01G1,F,1,G1
71,2.740006617,1.420634405,0.78950831,0.443806665,1.35974858,2.605402061,4.946726434,3.924757026,51,47,01G1,F,1,G1
72,0.105822831,0.062571371,0.062375518,0.081219217,0.177462386,0.139717172,0.450169222,0.196315228,44,27,01G1,F,1,G1
73,0.524422076,0.14822631,0.518095955,0.255392924,0.353369059,0.519162586,0.496787059,0.072512832,60,27,01G1,F,1,G1
74,0.928402782,0.496969452,0.50252724,1.13052883,0.750575882,1.39404637,0.516722981,0.942666815,63,29,01G1,F,1,G1
75,3.016295372,1.446191499,2.255920174,2.570349345,1.415809803,1.448455802,0.4548008,0.496314962,51,21,01G1,F,1,G1
76,0.123580812,0.176095789,0.060462982,0.265736662,0.501884073,0.401820051,0.175899269,0.277228937,57,56,01G1,F,1,G1
77,3.372812999,0.547841927,0.548595872,7.605013124,2.338514199,1.085773607,0.853217175,1.062489848,41,61,01G1,F,1,G1
78,0.782361511,0.689195538,3.780412739,0.269076344,0.637620018,1.272513029,0.709940323,0.64421461,29,54,01G1,F,1,G1
79,1.634989774,1.25106486,0.16353861,0.327335246,0.867754396,1.119229015,1.7358348,0.473544164,34,80,01G1,F,1,G1
80,1.343268275,2.343477535,1.578983066,1.401414169,0.812082101,0.855066249,1.960768381,2.970373199,29,63,01G1,F,1,G1
81,0.097756559,0.449585698,0.038452041,0.229881462,0.211354701,0.20208203,0.402443834,0.951730919,24,57,01G1,F,1,G1
82,0.209809243,0.243420844,0.021675409,0.38935129,0.120567745,0.293853553,0.184558306,0.549373132,44,74,01G1,F,1,G1
83,0.467757593,0.126302964,0.22849773,0.252470702,0.546055206,0.374899457,0.398114315,0.875901951,38,43,01G1,F,1,G1
84,1.269260342,6.476056377,7.784961284,3.690905513,2.787892964,3.91882871,5.906469897,7.020480151,30,47,01G1,F,1,G1
85,2.142841003,1.084484497,1.835799751,0.800410515,3.838110251,2.881497966,7.409114825,2.994691527,47,57,01G1,F,1,G1
86,0.470796003,0.786799142,0.100861113,0.033350438,0.1156228,0.533581796,1.046434517,1.265658423,0,0,02G1,F,2,G1
87,2.06471153,0.449553469,0.543160243,0.643538218,0.835806721,3.499890287,1.497006485,1.73389677,0,0,02G1,F,2,G1
88,1.877481608,1.1040874,0.775080406,1.452761784,0.898868652,0.853077392,1.471935553,1.960720445,0,0,02G1,F,2,G1
89,3.820466573,11.41247511,2.975235055,3.013831319,0.524108542,8.477643041,4.84634202,7.349661879,30,30,02G1,F,2,G1
90,2.543342024,0.915527291,4.365615222,0.256320614,0.718350402,2.185114056,4.697628099,3.175752531,30,41,02G1,F,2,G1
91,1.085614109,0.196939484,0.085560824,0.661674548,0.458879726,0.489329738,1.584301657,0.704789354,13,23,02G1,F,2,G1
92,3.789274215,4.771159732,1.788523202,2.536117602,5.872649273,1.26413142,6.509481186,4.562781517,1,16,02G1,F,2,G1
93,0.087455681,0.018434625,0.103847353,0.085764896,0.058894843,0.056114167,0.068064056,0.097936538,1,24,02G1,F,2,G1
94,1.065389741,0.744547755,0.211586885,0.76678177,0.915148076,0.830489664,0.507560512,3.164035518,21,4,02G1,F,2,G1
95,0.314386995,0.445226811,0.631405328,0.16860757,0.664511626,0.55574334,0.621839659,0.258216426,35,14,02G1,F,2,G1
96,0.253508854,0.455056463,1.080146685,1.032100972,0.190241455,1.014458894,0.427011333,0.540972255,37,16,02G1,F,2,G1
97,0.990316507,0.995767864,0.112403436,0.238323437,0.468047319,0.629899277,0.647716083,0.245836186,30,23,02G1,F,2,G1
98,0.775578949,3.161667105,3.274127534,2.125243915,3.951399482,2.340600019,2.460878094,1.293956113,11,34,02G1,F,2,G1
99,2.653834645,1.420674691,1.709001966,1.297141867,5.323149275,1.677458426,2.360292307,2.11083085,35,50,02G1,F,2,G1
100,2.226959634,0.55074248,0.3695221,1.570763891,2.505197717,1.354695423,1.294626674,0.764258719,38,47,02G1,F,2,G1
101,1.051451687,0.572504683,0.441829385,0.290645126,0.660400099,0.501191847,0.145794013,0.102358052,57,57,02G1,F,2,G1
102,2.990870792,0.196528572,0.814874578,0.060717279,0.65189924,0.392586074,0.195029699,0.11584367,74,57,02G1,F,2,G1
103,1.333717714,0.439933302,0.111128411,0.137390818,0.411763851,0.145115496,0.150727651,0.343772724,41,40,02G1,F,2,G1
104,1.668389993,2.423742279,1.565628867,0.661442626,0.480048532,0.934833602,0.575221822,1.112010806,41,29,02G1,F,2,G1
105,1.717258615,0.444211618,0.218498857,0.700591123,0.794302525,0.368648765,0.181235652,0.075607892,53,20,02G1,F,2,G1
106,0.013453692,0.026789829,0.060630749,0.026253613,0.489438371,0.11066566,0.030910747,0.109432475,30,41,02G1,F,2,G1
107,1.49598959,0.340831079,0.092808329,0.357160464,0.901980078,0.248820159,0.332063989,0.216875269,27,38,02G1,F,2,G1
108,5.005823721,1.092879986,0.604898249,0.819984764,1.083776235,0.453175168,0.415231016,0.885187131,23,61,02G1,F,2,G1
109,3.310300507,1.319816021,1.978334018,1.219123179,2.195666424,0.95869988,0.902654233,0.547383451,1,74,02G1,F,2,G1
110,2.378832571,1.103289748,1.633574227,0.703698883,2.562092358,1.457689779,0.377674961,2.066394633,1,50,02G1,F,2,G1
111,0.016640679,0.026709258,0.075226419,0.018878482,0.109788877,0.087012473,0.027890153,0.051289564,1,88,02G1,F,2,G1
112,0.396125414,0.749921835,0.256917345,0.453547405,0.387928108,0.34883123,0.348173825,0.07361821,16,100,02G1,F,2,G1
113,1.370774426,0.088773033,0.416630883,0.252563471,0.446100656,0.30436608,0.07481005,0.201621045,47,94,02G1,F,2,G1
114,0.812585144,0.108601534,0.162699779,0.063222041,0.157238119,0.280570833,0.06594964,0.018349284,44,90,02G1,F,2,G1
115,0.429616266,0.821444635,0.468537783,0.110070361,0.190185894,0.395427297,0.139551452,0.202947499,34,53,02G1,F,2,G1
116,0.814550824,0.165444314,0.051000962,0.057470366,0.322810414,0.070675438,0.254434718,0.227265827,43,50,02G1,F,2,G1
117,0.041399631,0.00986188,0.04049879,0.076766308,0.224467138,0.076428915,0.012183063,0.078481876,16,30,02G1,F,2,G1
118,2.128327953,0.526418121,0.821820103,3.870181512,0.831084022,0.828642869,0.587203512,0.60663174,24,35,02G1,F,2,G1
119,1.374430918,1.982826012,0.96784391,0.301035248,0.796469411,0.748875516,0.415835135,0.46602759,27,50,02G1,F,2,G1
120,0.10133579,0.127068388,0.162028713,0.116656957,0.146903741,0.043896905,0.025171618,0.040014703,26,40,02G1,F,2,G1
121,0.852570318,0.060202587,0.176255298,0.160258364,0.130457634,0.049650383,0.045510286,0.060795819,54,64,02G1,F,2,G1
122,0.743655589,0.274440646,0.372441234,0.042395411,0.159293882,0.098803551,0.087496545,0.110316778,61,47,02G1,F,2,G1
123,0.657043828,0.471194817,2.428182633,2.488805437,0.225911728,1.473600631,0.59868177,1.602356724,56,41,02G1,F,2,G1
124,2.173366248,0.688784626,4.190098097,1.413149442,0.278917087,1.010836334,1.026095849,0.407663604,61,29,02G1,F,2,G1
125,2.114376527,0.716565477,0.510915556,3.11685124,2.15238427,2.452402169,1.077949383,0.993293151,43,30,02G1,F,2,G1
126,0.370246187,2.095174094,1.702727505,1.083123896,1.050550654,0.554677881,0.700173735,1.366911096,40,47,02G1,F,2,G1
127,0.650693626,1.185214253,0.095526144,0.750732742,0.270582911,0.688570545,0.596365981,0.281871526,26,40,02G1,F,2,G1
128,3.464598229,0.724767596,2.382214661,4.674349171,0.498994892,2.034103021,2.041518933,0.546056996,11,63,02G1,F,2,G1
129,0.715424381,0.802236529,0.269063627,0.418434357,0.327810919,0.42220583,0.182947322,0.121812715,13,54,02G1,F,2,G1
130,1.306865305,1.817768438,3.006506697,0.573590429,2.900126533,0.820190229,0.99609128,1.318937668,27,56,02G1,F,2,G1
131,0.466919616,0.889309516,1.423732112,0.08539382,0.451267845,0.831697185,0.96528122,0.188135427,54,87,02G1,F,2,G1
132,1.751624588,0.439304849,0.934659731,0.990262175,0.265193477,0.582237751,1.289491664,0.455194881,63,60,02G1,F,2,G1
133,0.331541752,0.240568634,0.671501479,1.702820493,0.706238066,1.480064415,0.79169774,0.523065123,63,51,02G1,F,2,G1
134,2.129874645,2.517873277,0.383983557,0.345054116,0.445989533,1.436025449,1.77238399,1.209284117,51,61,02G1,F,2,G1
135,0.241612255,0.166805962,0.07153556,0.074864544,0.076396612,0.09866149,0.30205942,0.158511282,50,57,02G1,F,2,G1
136,2.04652416,1.045794344,0.508633934,1.054087214,0.489827299,1.376999028,1.159203367,1.174354156,53,80,02G1,F,2,G1
137,0.73266977,1.775790992,5.80122519,2.935998169,2.186276585,2.398347889,1.390782256,3.152760657,41,74,02G1,F,2,G1
138,3.351438642,6.42078473,4.093464695,2.918882297,2.945075521,3.348382038,1.484118617,4.637062954,43,63,02G1,F,2,G1
139,1.324519282,1.81673713,0.522491432,0.292222198,0.351202173,0.504885437,0.79512108,0.449225837,24,47,02G1,F,2,G1
140,1.396108373,1.198290912,10.1574455,2.52749009,2.278008082,1.776688161,1.527212427,1.431465203,8,29,02G1,F,2,G1
141,1.03038637,0.209492432,0.246549386,0.554248102,0.82247204,0.276948272,0.668558183,0.131982197,24,44,02G1,F,2,G1
142,3.065547324,1.24181532,1.367027095,0.473214423,2.155940185,1.609979365,1.066873871,0.724907243,29,48,02G1,F,2,G1
143,1.380476536,0.126383535,0.495715927,0.610512471,0.346646157,0.376604191,0.557198943,0.406337149,56,70,02G1,F,2,G1
144,0.897091562,0.773851396,0.031976261,0.967255475,0.71968387,0.685871382,0.309510219,0.623212418,74,81,02G1,F,2,G1
145,0.265565918,0.40833339,0.225444383,0.318614965,0.246691607,0.407147345,0.219093766,0.097273311,60,69,02G1,F,2,G1
146,1.207810179,0.823990676,2.0747661,0.23141215,0.694403537,0.699651317,0.918864755,0.700809991,60,74,02G1,F,2,G1
147,1.427339361,0.955240694,4.722118656,1.928712891,4.783039115,2.545807395,0.94272745,1.73234924,60,67,02G1,F,2,G1
148,1.50050486,0.291449166,1.37303313,0.73806978,0.723073102,0.611218232,1.157793757,0.911274064,47,44,02G1,F,2,G1
149,2.532754392,1.472312589,0.714516764,0.437266454,1.415476436,0.715420108,0.720008971,0.487029782,30,38,02G1,F,2,G1
150,0.50018463,1.109896563,0.355530389,1.402805703,0.245969312,0.787232035,0.454498741,1.123064591,10,20,02G1,F,2,G1
151,0.530142309,0.461913047,0.308388052,0.244307034,0.550111171,0.214938567,0.134517128,0.241193596,1,1,02G1,F,2,G1
152,0.471550777,0.460664198,0.165987999,0.449094495,0.224744944,0.188017973,0.12847594,0.097715462,13,4,02G1,F,2,G1
153,1.934435816,0.392050008,0.329727929,1.135584738,0.722906418,0.677702864,0.33488321,0.405231771,13,11,02G1,F,2,G1
154,1.80881355,0.686657554,0.602583074,0.672760438,0.669956621,0.684237679,0.932356743,0.519306836,38,30,02G1,F,2,G1
155,0.057410342,0.067816538,0.950563979,1.400254557,1.234402574,0.981571731,1.297747954,1.994766104,29,30,02G1,F,2,G1
156,0.193736131,0.071224688,0.120422666,0.118465951,0.067951314,0.109031956,0.022654456,0.1173912,23,24,02G1,F,2,G1
157,0.523367176,0.106724232,0.080762707,0.051440384,0.08478635,0.07216708,0.059807765,0.056595381,27,21,02G1,F,2,G1
158,1.049775733,2.1455712,1.252543358,4.329295055,1.962531743,2.27816413,4.401005748,1.216800691,16,16,02G1,F,2,G1
159,3.20182854,0.568435852,1.64676066,4.043473914,3.02980631,2.423279627,0.422178383,0.930065499,29,27,02G1,F,2,G1
160,2.253604035,4.527626088,0.515982099,1.758899325,4.137807216,1.916760485,1.809235239,2.38584903,44,43,02G1,F,2,G1
161,2.380059821,2.674938216,1.098869407,0.499653574,1.380750703,0.399049858,0.352201284,0.301326189,57,44,02G1,F,2,G1
162,1.517167825,2.319580202,0.55423282,0.626932576,0.231023356,0.28390927,0.27920359,0.108990324,78,44,02G1,F,2,G1
163,0.684445974,0.494882665,0.182429098,0.284661528,0.605394538,0.275598691,0.064640716,0.203168575,70,48,02G1,F,2,G1
164,1.306955937,0.769693937,0.214405359,0.732225336,1.322189227,0.741275243,0.744375097,0.928739045,57,63,02G1,F,2,G1
165,0.392161367,1.235965871,0.347779585,0.792014925,0.333367036,0.145683741,0.078032017,0.137951241,78,90,02G1,F,2,G1
166,0.097429688,0.094267969,0.18974371,0.069715867,0.111955763,0.102639203,0.095249404,0.046425898,87,97,02G1,F,2,G1
167,2.759923429,7.604379508,3.673612699,2.283971591,1.687170571,2.666204246,1.341949316,2.29985058,100,97,02G1,F,2,G1
168,0.137000331,0.66090709,0.037445443,0.415697673,0.245135894,0.345279701,0.274773386,0.541193331,90,84,02G1,F,2,G1
169,1.657891508,8.522694552,3.74115542,1.650081344,2.470027495,1.599608899,1.361885238,0.959247493,90,67,02G1,F,2,G1
170,0.13369151,1.71914964,1.29502179,1.426183479,0.278194792,0.598361695,0.644494116,1.906335821,74,74,02G1,F,2,G1
171,1.712009373,2.926923748,4.833381281,0.732874719,2.334402672,3.677821916,2.47527626,5.146421383,48,69,02G1,F,2,G1
172,3.26971508,0.809528197,1.16694898,0.955752125,0.895257176,1.879043242,0.784951746,1.475459268,61,57,02G1,F,2,G1
173,0.306185517,0.734266907,0.177194789,0.361752527,0.135235894,0.32240785,0.232988499,0.16890184,51,67,02G1,F,2,G1
174,1.351388035,0.708838726,0.233866252,1.147227241,0.229356521,1.258377942,0.329144081,0.689977282,44,56,02G1,F,2,G1
175,0.12375019,0.621233972,0.925432584,1.094348939,0.920926438,0.51603724,0.506553647,0.969195899,40,47,02G1,F,2,G1
176,0.779762891,0.094356597,0.653751802,0.241941426,0.313365014,0.16003192,0.137537723,0.156300525,38,54,02G1,F,2,G1
177,0.715388722,0.073529016,0.938585463,0.474559573,1.014491453,0.592182033,0.769848775,0.449225837,20,54,02G1,F,2,G1
178,0.13490836,0.036538909,0.224337125,0.186465593,0.234968199,0.608519069,0.301555988,0.117833352,14,47,02G1,F,2,G1
179,0.024701008,0.058679796,0.368549055,0.098567011,0.23357917,1.023053595,0.723230938,0.716727442,16,53,02G1,F,2,G1
180,0.241879694,0.378562437,0.496688972,0.279698389,0.191074873,0.089711636,0.067963369,0.091746418,7,61,02G1,F,2,G1
181,0.027066361,0.068388591,0.003992838,0.274456944,0.220688978,0.553470361,0.806901397,0.241414672,11,47,02G1,F,2,G1
182,0.008917621,0.078363271,0.274935448,0.516212832,0.41409742,0.294847981,0.261382085,0.205379332,7,30,02G1,F,2,G1
183,0.238175658,0.267866059,0.347242733,0.159840904,0.197797775,0.184395413,0.070379845,0.13441403,1,35,02G1,F,2,G1
184,0.073181842,0.726088959,0.261749015,0.405214781,0.292585136,0.576342212,1.691532752,1.040382277,10,11,02G1,F,2,G1
185,0.010340993,0.243880098,0.147969896,1.14026957,0.47899287,0.847181853,0.584484978,0.477965679,29,24,02G1,F,2,G1
186,1.386259172,0.520834557,0.229906967,2.433329604,4.903495737,0.708672202,2.529949015,2.871994509,37,43,02G1,F,2,G1
187,2.733864424,11.25974489,3.942844092,5.427261983,4.171921776,3.968834246,8.041828623,8.748628953,43,56,02G1,F,2,G1
188,3.32390129,2.10490706,2.437342674,2.979367654,6.753793911,1.789473667,1.74640688,1.924464029,41,61,02G1,F,2,G1
189,0.447574827,0.591197135,0.523196051,1.405820694,0.205798584,0.271123764,0.68889685,0.404126392,24,69,02G1,F,2,G1
190,0.056370299,0.071659771,0.014662777,0.073704932,0.061339535,0.031963766,0.063533165,0.104789885,27,84,02G1,F,2,G1
191,0.586619584,1.12242534,1.080750644,0.431653932,0.249136298,0.557803227,0.863990627,0.455858108,23,91,02G1,F,2,G1
192,3.383855278,2.409892139,2.258906415,8.800758528,2.909516371,0.927801574,0.557501003,2.28592281,21,100,02G1,F,2,G1
193,0.254914397,0.10188192,0.04234422,0.080894526,0.102176997,0.05895539,0.048732253,0.106779566,21,100,02G1,F,2,G1
194,0.164616429,0.58919092,0.008790955,0.139292581,0.732796307,0.144689313,0.078938195,0.079587255,44,94,02G1,F,2,G1
195,1.172047577,0.97198333,0.887718714,0.57298743,0.615673355,0.345990006,0.10249883,0.211348376,67,83,02G1,F,2,G1
196,0.351840408,0.38689347,0.09559325,0.079874067,0.381427451,0.172178151,0.046718524,0.104347734,78,67,02G1,F,2,G1
197,0.192661915,0.134448683,0.306676836,0.252470702,0.451267845,0.785811423,0.413217286,0.69882031,78,56,02G1,F,2,G1
198,0.086195744,0.170157712,0.153707504,0.013358729,0.14401456,0.10228405,0.037354682,0.0546057,56,57,02G1,F,2,G1
199,1.756385011,1.327421915,3.643481867,2.980017036,1.563991451,1.249570149,0.456009038,0.346867784,40,56,02G1,F,2,G1
200,0.244984964,3.337456724,1.141918245,1.243846105,0.929482858,1.524316473,1.213574063,1.751140675,43,48,02G1,F,2,G1
201,2.155175906,0.641215559,2.313732449,0.734498175,0.970875932,0.73012344,0.378883199,0.627855008,60,61,02G1,F,2,G1
202,0.307892673,0.233905419,0.414080835,0.784593409,0.38709469,0.317932923,0.103807754,0.373617945,63,69,02G1,F,2,G1
203,1.023519119,0.386998212,2.441268406,0.778702581,0.321810312,0.332139041,0.449464417,0.448783685,56,81,02G1,F,2,G1
204,0.98950676,0.439304849,0.489810553,2.943744376,0.256081445,0.363179409,0.24325852,0.90685255,63,93,02G1,F,2,G1
205,0.987203809,0.360893236,0.541314813,0.252470702,0.18713003,0.33071843,0.235203602,0.145467815,47,93,02G1,F,2,G1
206,0.020456149,0.031559627,0.133206459,0.093882179,0.772355862,0.530172328,0.783642822,0.677154891,40,87,02G1,F,2,G1
207,0.320722339,0.117415992,0.295268726,0.313141597,0.554056014,0.759672166,0.263697874,0.244067581,40,77,02G1,F,2,G1
208,1.717814295,0.664903407,0.682473397,0.875228675,1.047550351,0.735166612,0.62808222,0.888503266,26,83,02G1,F,2,G1
209,0.768014869,0.398785737,0.197528067,0.13845766,0.256248129,0.321484453,0.232283694,0.100810522,27,70,02G1,F,2,G1
210,0.589499016,0.207244504,0.275170321,0.141101576,0.456157228,0.225593156,0.205400406,0.13596156,34,90,02G1,F,2,G1
211,1.435742904,0.335046087,0.52359869,0.270143187,0.572057834,0.299393939,0.193519402,0.452320896,44,83,02G1,F,2,G1
212,0.733111045,0.717097245,0.369454994,0.490979677,0.975543071,1.089964412,1.041400193,1.940160405,43,78,02G1,F,2,G1
213,0.069773475,0.181808266,0.46038434,0.408183388,0.276639079,1.116032638,0.78797234,0.511127035,38,81,02G1,F,2,G1
